sentencePrep,label
"okey dokey i‘ll be over in a bit just sorting some stuff out
",0
"urgent your mobile no  won a £2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362220 asap box97n7qp 150ppm
",1
"oh did you charge camera
",0
"yes it completely in out of formclark also utter waste
",0
"hes just gonna worry for nothing and he wont give you money its no use
",0
"i love working from home 
",0
"no 1 polyphonic tone 4 ur mob every week just txt pt2 to 87575 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
",1
"bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
",1
"if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
",0
"then cant get da laptop my matric card wif ü lei 
",0
"i anything lor
",0
"i am in a marriage function
",0
"hi my email address has changed now it is 
",0
"sorry ill call later in meeting
",0
"it‘s reassuring in this crazy world
",0
"am only searching for good dual sim mobile pa
",0
"great escape i fancy the bridge but needs her lager see you tomo 
",0
"yeah if we do have to get a random dude we need to change our info sheets to party  ltgt 7 never study just to be safe
",0
"this is the 2nd attempt to contract u you have won this weeks top prize of either £1000 cash or £200 prize just call 09066361921
",1
"ok anyway no need to change with what you said
",0
"private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004
",1
"you were supposed to wake me up gt
",0
"say thanks2 
",0
"we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
",1
"sorry i cant help you on this
",0
"omg if its not one thing its another my cat has worms  when does this bad day end
",0
"some friends want me to drive em someplace probably take a while
",0
"give one miss from that number please
",0
"its justbeen overa week since we broke up and already our brains are going to mush
",0
"k so am i how much for an 8th fifty
",0
"solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
",0
"k must book a not huh so going for yoga basic on sunday
",0
"i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
",0
"as usualiam fine happy amp doing well
",0
"how much i gave to you morning
",0
"perhaps  is much easy give your account identification so i will tomorrow at uni
",0
"sorry ill call you  later i am in meeting sir
",0
"stop knowing me so well
",0
"maybe say hi to  and find out if  got his card great escape or wetherspoons 
",0
"are you plans with your family set in stone 
",0
"happy new year my no1 man
",0
"sorry ill call later
",0
"my stomach has been thru so much trauma i swear i just cant eat i better lose weight
",0
"this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry
",0
"its just the effect of irritation just ignore it
",0
"urgent this is the 2nd attempt to contact uu have won £1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max£7 50
",1
"edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gmgngegnt
",0
"thanks fills me with complete calm and reassurance 
",0
"never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl
",0
"thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago
",0
"only just got this message not ignoring you yes i was shopping that is
",0
"horrible u eat macs eat until u forgot abt me already rite u take so long 2 reply i thk its more toot than b4 so b prepared now wat shall i eat
",0
"how are you holding up
",0
"i have lost 10 kilos as of today
",0
"lol ok ill try to send be warned sprint is dead slow youll prolly get it tomorrow
",0
"up to ü ü wan come then come lor but i din c any stripes skirt
",0
"ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08708800282 hgsuite3422lands roww1j6hl
",1
"sorry ill call later
",0
"shall i ask one thing if you dont mistake me
",0
"god asked what is forgiveness a little child gave lovely reply it is d wonderful fruit that a tree gives when it is being hurt by a stone good night
",0
"send me your id and password
",0
"interflora  its not too late to order interflora flowers for christmas call 0800 505060 to place your order before midnight tomorrow
",1
"okok okthenwhats ur todays plan
",0
"i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house
",0
"this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again 
",0
"sry cant talk on phone with parents
",0
"the greatest test of courage on earth is to bear defeat without losing heartgn tc
",0
"tell them no need to investigate about me anywhere
",0
"gud mrng dear have a nice day
",0
"call freephone 0800 542 0578 now
",1
"saw guys and dolls last night with patrick swayze it was great
",0
"and thats fine i got enough bud to last most of the night at least
",0
"unni thank you dear for the rechargerakhesh
",0
"alright ill head out in a few minutes text me where to meet you
",0
"cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full  im still waitin 4 1 pete x
",0
"pls i wont belive godnot only jesus
",0
"i think just yourself …thanks and see you tomo
",0
"shhhhh nobody is supposed to know
",0
"no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free  so get txtin now and tell ur friends 150ptone 16 reply hl 4info
",1
"customer place i will call you
",0
"hi wk been ok  on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u
",0
"dont worry i guess hes busy
",0
"what you doinghow are you
",0
"   and  picking them up from various points  going 2 yeovil  and they will do the motor project 4 3 hours  and then u take them home  12 2 530 max  very easy
",0
"we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that
",0
"love that holiday monday feeling even if i have to go to the dentists in an hour
",0
"5 nightswe nt staying at port step liaotoo ex
",0
"pls speak to that customer machan
",0
"tell me something thats okay
",0
"frndship is like a needle of a clock though v r in d same clock v r nt able 2 met evn if v meetitz only 4few seconds bt v alwys stay conected gud 9t
",0
"bangbabes ur order is on the way u should receive a service msg 2 download ur content if u do not goto wap bangb tv on ur mobile internetservice menu
",1
"even u dont get in trouble while convincingjust tel him once or twice and just tel neglect his msgs dont c and read itjust dont reply
",0
"unless its a situation where you go gurl would be more appropriate
",0
"do 1 thing change that sentence into because i want 2 concentrate in my educational career im leaving here
",0
"dont think so it turns off like randomlly within 5min of opening
",0
"wifehow she knew the time of murder exactly
",0
"true it is passable and if you get a high score and apply for phd you get 5years of salary so it makes life easier
",0
"multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you
",0
"i think ive fixed it can you send a test message
",0
"hi my engagement has been fixd on  ltgt th of next month i know its really shocking bthmm njan vilikkamt ws al of a sudn
",0
"are you coming to day for class
",0
"how abt making some of the pics bigger
",0
"hi hope u r both ok he said he would text and he hasnt have u seen him let me down gently please 
",0
"hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow
",0
"how are you doing hows the queen are you going for the royal wedding
",0
"sorry ill call later
",0
"still i have not checked it da  
",0
